ID_P ID_UNP
1D9C P07353
1D9C P07353
1DBH Q07889
1DCI Q62651
1DD5 Q9X1B9
1DFM Q45488
1DJ0 P07649
1DLJ P0C0F4
1DNP P00914
1DPB P10802
1DUV P04391
1DYS Q7SIG5
1E5K P32173
1E7L P13340
1E8C P22188
1ECF P0AG16
1ECF P0AG16
1EDZ Q02046
1EU8 Q7LYW7
1EU8 Q7LYW7
1EUH Q59931
1EUH Q59931
1EUV Q02724
1EV7 P50187
1EV7 P50187
1EVL P0A8M3
1EVL P0A8M3
1EVL P0A8M3
1EVL P0A8M3
1EVY P90551
1EW0 P10955
1EW0 P10955
1EW4 P27838
1EWF P17213
1EWF P17213
1EX0 P00488
1EXR P07463
1EYV P9WIV1
1EZ0 Q56694
1EZ4 P56511
1EZ4 P56511
1EZI P0A0Z8
1EZJ P04859
1EZW Q8TXY4
1EZW Q8TXY4
1EZW Q8TXY4
1EZW Q8TXY4
1F00 P19809
1F00 P19809
1F08 P03116
1F0K P17443
1F0L P00588
1F3U P13984
1F4P P00323
1F5Q P89883
1F8E P03472
1F8F Q59096
1F97 O88792
1FC3 P52934
1FC3 P52934
1FC4 P0AB77
1FC4 P0AB77
1FEP P05825
1FG7 P06986
1FLG Q9Z4J7
1FLG Q9Z4J7
1FLG Q9Z4J7
1FLG Q9Z4J7
1FLO P03870
1FLT P17948
1FNO P26311
1FNO P26311
1FOE Q60610
1FOE Q60610
1FP1 P93324
1FP1 P93324
1FP1 P93324
1FS5 P0A759
1FTR Q49610
1FXK O27646
1FXL P26378
1G3N Q98147
1G3Q Q8U3I1
1G3Q Q8U3I1
1G4I P00593
1G4W P74873
1G55 O14717
1G8P P26239
1GG4 P11880
1GP0 P11717
1GPP P17255
1GQ6 P0DJQ3
1GQE P07012
1GQI B3PC73
1GQV P10153
1GR0 P9WKI1
1GR0 P9WKI1
1GS9 P02649
1GSM Q13477
1GSM Q13477
1GTD O26271
1GTE Q28943
1GTK P06983
1GTK P06983
1GTK P06983
1GTK P06983
1GTT P37352
1GTT P37352
1GTT P37352
1GTV P9WKE1
1GTV P9WKE1
1GU7 Q8WZM3
1GU7 Q8WZM3
1GU7 Q8WZM3
1GU7 Q8WZM3
1GUD P39265
1GUZ P80039
1GV9 Q62902
1GVE P38918
1GVF P0AB74
1GVF P0AB74
1GVJ P14921
1GVJ P14921
1GVN Q54944
1GWE P29422
1GXR Q04724
1GXR Q04724
1GXU P30131
1GY8 Q8T8E9
1GY8 Q8T8E9
1GY8 Q8T8E9
1GY8 Q8T8E9
1GZ6 P97852
1GZS O52623
1H2B Q9Y9P9
1H2E Q9ALU0
1H4R P35240
1H4R P35240
1H4V P62374
1H4X O32723
1H54 Q7SIE1
1H6D Q07982
1H6T P0DQD2
1H72 Q58504
1H99 P39805
1H9D Q13951
1HBN P11560
1HM9 Q97R46
1HM9 Q97R46
1HN0 P59807
1HNJ P0A6R0
1HTW P44492
1HW7 P0A6Y5
1I1N P22061
1I1Q P00898
1I1Q P00898
1I1Q P00905
1I7D P14294
1IFC P02693
1IG0 P35202
1IK9 Q13426
1INP P21327
1IO0 Q9DEA6
1IO0 Q9DEA6
1IO1 P06179
1IO1 P06179
1IO7 Q55080
1IOM Q5SIM6
1IPA Q7SID4
1IQ8 O58843
1IQQ O80323
1IQQ O80323
1IQV O59230
1IQV O59230
1IRQ Q57468
1IRX O57963
1IRX O57963
1ITH P06148
1ITV P14780
1ITX P20533
1IU8 O58321
1IUH Q5SHB1
1IUH Q5SHB1
1IUQ P10349
1IVH P26440
1IXC Q9WXC7
1IXC Q9WXC7
1IXC Q9WXC7
1IXC Q9WXC7
1IXC Q9WXC7
1IXC Q9WXC7
1IXC Q9WXC7
1IXL O58863
1IXM P06535
1IXM P06535
1IZM P44882
1J0H P38940
1J0H P38940
1J1B P49841
1J1D P19429
1J1I Q84II3
1J1T P84143
1J1T P84143
1J1V P03004
1J24 Q8TZH8
1J2G Q45697
1J2G Q45697
1J2J Q9UJY5
1J2Z O25927
1J30 F9VPE5
1J3L Q5SIP7
1J4A P26297
1J5S Q9WXR9
1J8Y P70722
1JAD Q91086
1JB0 P0A405
1JE0 P50389
1JET P06202
1JET P06202
1JEY P13010
1JF3 P02216
1JF8 P0A006
1JF8 P0A006
1JFB P23295
1JIG Q8RPQ1
1JKG Q9UKK6
1JL0 P17707
1JMU P11077
1JOS P45141
1JP4 Q9Z1N4
1JQN P00864
1JSX P0A6U5
1JUV P04382
1JY1 Q9NUW8
1JYO P0CL16
1K3I P0CS93
1K3I P0CS93
1K3R O26109
1K3Y P08263
1K8K Q58CQ2
1K8K Q58CQ2
1K8K Q58CQ2
1K8K Q58CQ2
1K8K Q58CQ2
1K8K Q3T035
1K8Q P80035
1K8Q P80035
1K9V Q9X0C8
1KAE P06988
1KAE P06988
1KAE P06988
1KAF P22915
1KAF P22915
1KAG P0A6D7
1KBI P00175
1KBV Q02219
1KCG Q9BZM4
1KCM P53810
1KDG Q01738
1KDG Q01738
1KEA P29588
1KF6 P0AC47
1KF6 P0A8Q0
1KGS Q9WYN0
1KHD Q8VP84
1KHD Q8VP84
1KHD Q8VP84
1KHD Q8VP84
1KHI P87252
1KHV P27410
1KHY P63284
1KHY P63284
1KI1 Q15811
1KI1 Q15811
1KK1 Q9V1G0
1KKH Q58487
1KKH Q58487
1KKO O66145
1KKO O66145
1KKO O66145
1KL9 P05198
1KLX O25103
1KMO P13036
1KMT P52565
1KN1 P59856
1KNG P30960
1KNW P00861
1KNZ P03536
1KOE P39061
1KOP Q50940
1KR4 Q9X0E6
1KRH P07771
1KT6 P18902
1KTG Q9U2M7
1KXP P02774
1KYF P17427
1KYF P17427
1KZ7 Q64096
1L0Q Q50245
1L5O Q05603
1L6R Q9HLQ2
1L6W P78055
1L7A P94388
1LC0 P46844
1LEH Q7SIB4
1LEH Q7SIB4
1LFK Q8RN04
1LFP O67517
1LFW P45494
1LNS P22346
1LQA P0A9T4
1LRZ P0A0A5
1LSH Q91062
1LTQ P06855
1M0K P02945
1M1Z P0DJQ7
1M1Z P0DJQ7
1M1Z P0DJQ7
1M22 Q8RJN5
1M22 Q8RJN5
1M22 Q8RJN5
1M55 Q9YJC1
1M65 P75914
1M6I O95831
1M6S Q9X266
1M6S Q9X266
1M6Y Q9WZX6
1M7S P46206
1M93 P07385
1M93 P07385
1MB3 Q9A5I4
1MBA P02210
1MBY Q64702
1MEG P10056
1MG7 Q23229
1MGT O74023
1MI8 Q55418
1MIJ P29617
1MIO P11347
1MIO P11347
1MIO P11347
1MIO P11347
1MIO P11347
1MIW Q7SIB1
1MIX P54939
1MIX P54939
1MJF Q8U4G1
1MJF Q8U4G1
1MJH Q57997
1MJN P20701
1ML9 Q8X225
1MNM P11746
1MO9 Q56839
1MO9 Q56839
1MOQ P17169
1MOQ P17169
1MPX Q6YBS3
1MQO P04190
1MRZ Q9WZW1
1MUS Q46731
1MV8 P11759
1MV8 P11759
1MV8 P11759
1MVL Q9SWE5
1MW7 O24970
1MW7 O24970
1MW7 O24970
1MW9 P06612
1N0W Q06609
1N13 Q57764
1N2S P26392
1N40 P9WPP7
1N81 Q8IEU2
1NEP P79345
1NF2 Q9WZB9
1NG6 P54464
1NI5 P52097
1NKG Q00019
1NLX P43215
1NOG Q9HIA7
1NOG Q9HIA7
1NTV P97318
1NVM P51016
1NXC P45700
1NXH O26496
1NXH O26496
1NYC Q7A189
1O4T Q9X113
1O57 P37551
1O57 P37551
1O5L Q9X0Q3
1O5Z Q9WY13
1O5Z Q9WY13
1O5Z Q9WY13
1O63 Q9X0D2
1O6D Q9WZU8
1O6V P0DJM0
1O6V P0DJM0
1O70 P10674
1O7D Q29451
1O7J P06608
1O82 Q47765
1O97 P53571
1O98 Q9X519
1O98 Q9X519
1OA8 P54253
1OAA Q64105
1ODZ P49424
1OFC Q24368
1OGD P36946
1OHU P41958
1OHV P80147
1OKG Q7K9G0
1OKS P03422
1OLM O76054
1ONW P39377
1OR0 P07662
1ORR P14169
1OUW P93114
1P2H P0C278
1P3D P45066
1P5D P26276
1P6O Q12178
1P9A P07359
1PEX P45452
1PEX P45452
1PFO P0C2E9
1PJ5 Q9AGP8
1PJ5 Q9AGP8
1PL8 Q00796
1PPJ P23004
1PQ4 P73085
1PQW P96202
1PU6 O25323
1PUI P0A6P7
1PUI P0A6P7
1PVG P06786
1PWH P09367
1PWH P09367
1PX5 Q29599
1PX5 Q29599
1PYA P00862
1PYA P00862
1PZ7 P31696
1Q0R Q54528
1Q0U P83699
1Q15 Q9XB61
1Q15 Q9XB61
1Q15 Q9XB61
1Q15 Q9XB61
1Q15 Q9XB61
1Q1A P53686
1Q1A P53686
1Q1R P16640
1Q1R P16640
1Q25 P08169
1Q47 O08665
1Q47 O08665
1Q5D Q9KIZ4
1Q6Z P20906
1Q6Z P20906
1Q6Z P20906
1Q7E P69902
1Q7E P69902
1QAU P29476
1QEX P10927
1QME P14677
1QNR Q99036
1QO0 P10932
1QSA P0AGC3
1QSM Q06592
1QUS P41052
1QUS P41052
1QUS P41052
1QYN P0AG86
1QZ9 P83788
1R3S P06132
1R5L P49638
1R5M P38262
1R5M P38262
1R8E P39075
1R8G P77213
1RA6 P03300
1RA6 P03300
1RCQ Q9HTQ2
1RG8 P05230
1RLZ P49366
1RR7 P23848
1RRM P0A9S1
1RT8 O59945
1RTQ Q01693
1RTR A0A0H3
1RTR A0A0H3
1RTW Q8U189
1RTW Q8U189
1RTW Q8U189
1RU4 P0C1A7
1RV9 Q9K0A8
1RV9 Q9K0A8
1RWI P9WI79
1RWZ O29912
1RWZ O29912
1RX0 Q9UKU7
1RX0 Q9UKU7
1RX0 Q9UKU7
1RXD Q93096
1RXQ O31562
1RYB Q9M5P4
1RYB Q9M5P4
1RYI O31616
1RYI O31616
1RYI O31616
1RYL P76483
1RYL P76483
1RZ3 P84134
1S0A P12995
1S29 Q9NIH4
1S2W P56839
1S3Z Q9R381
1S4N P27809
1S6C Q8R426
1S6C Q8R426
1S6Y P84135
1S9R P23793
1S9U Q8ZPK0
1S9U Q8ZPK0
1SA3 P11405
1SA3 P11405
1SBP P02906
1SC6 P0A9T0
1SFE P06134
1SG4 P42126
1SGJ Q9RUZ0
1SH8 Q9HUE3
1SQ4 Q9I4J5
1SQG P36929
1SR4 O06522
1SRA P09486
1SRA P09486
1SRQ P47736
1SUM Q9X256
1SUU O51396
1SZ7 O43617
1T0F P13988
1T0I Q07923
1T0T Q5KUD5
1T3Q P72222
1T56 P9WMC1
1T6C O67040
1T71 P75429
1T82 Q8E989
1T82 Q8E989
1T8S P0AE12
1TH0 Q9HC62
1TH7 Q97ZQ0
1THT P05521
1TM0 Q8YFD6
1TN3 P05452
1TOA P96116
1TQH Q06174
1TQH Q06174
1TQJ P74061
1TQY Q02059
1TQY Q02059
1TQY Q02062
1TR8 P0C0K9
1TS9 O28362
1TT8 P26602
1TTW Q7BTX0
1TU1 Q9I738
1TU1 Q9I738
1TU9 Q9HX49
1TUA Q9YE16
1TUL Q06691
1TUO Q5SKJ3
1TUO Q5SKJ3
1TUV P0ADU2
1TWF P20436
1TXL P76344
1TXO P9WHW5
1TXO P9WHW5
1TY9 Q51793
1TY9 Q51793
1TZY P0C1H5
1U09 Q9QCE4
1U0K Q9HV82
1U0L Q9X242
1U58 A2Q6L5
1U5H P9WPE1
1U5H P9WPE1
1U5H P9WPE1
1U5U O16025
1U5X Q9D777
1U69 Q9I0C1
1U6E P9WNG3
1U7B P12004
1U7B P12004
1U9Y Q58761
1UCD P23540
1UCR Q46582
1UDX Q5SHE9
1UF5 P60327
1UG6 Q8GEB3
1UJ2 Q9BZX2
1UJC P76502
1UQT P31677
1UQT P31677
1UQT P31677
1UR4 Q65CX5
1UW4 Q9BZI7
1V47 Q5SKH7
1V4A P30870
1V6P P60770
1V76 O59425
1VB5 O58185
1VC1 Q9X1F5
1VCL Q868M7
1VCL Q868M7
1VCL Q868M7
1VCT O57975
1VCT O57975
1VD6 Q53W25
1VE2 Q53WA2
1VEC P26196
1VF7 P52477
1VF8 O35744
1VFR P46072
1VFY P40343
1VGJ O57823
1VGJ O57823
1VH5 P77781
1VH6 P39739
1VHK P54461
1VHN Q9WXV1
1VHN Q9WXV1
1VHO Q9X0D8
1VHU O28751
1VHU O28751
1VHY P44627
1VJ0 Q9WYR7
1VJ0 Q9WYR7
1VJN Q9WY50
1VK1 Q8U3S5
1VK1 Q8U3S5
1VKY Q9WZ44
1VLI P39625
1VLI P39625
1VLU P54885
1VPV Q9X1H9
1VPV Q9X1H9
1VQ2 P16006
1VR7 Q9WZC3
1VR8 Q9X1V7
1VYB O00370
1VYF P29498
1VYF P29498
1VYI P22363
1VYK P12301
1VYR P71278
1VZY P37565
1W6G P46881
1W8O Q02834
1W8O Q02834
1W8O Q02834
1W96 Q00955
1W9Y Q08506
1WA5 P33307
1WAK Q96SB4
1WAK Q96SB4
1WAK Q96SB4
1WCV Q72H90
1WDJ Q5SI60
1WJX Q8RR57
1WND P77674
1WOH Q9RZ04
1WOH Q9RZ04
1WUU P51570
1WUU P51570
1WV3 Q8NYF3
1WV8 Q5SJJ5
1WVF P09788
1WVF P09788
1WVF P09788
1WVF P09788
1WVG P26397
1WVG P26397
1WWI Q5SI95
1WWM Q5SLX4
1WWP Q5SKK7
1WX1 Q7SIC7
1WY1 O58404
1WY5 O67728
1WZA Q8GPL8
1WZU O57767
1X19 Q8KGE0
1X1T Q5KST5
1X2I Q8TZH8
1X54 O57980
1X7D Q88H32
1X8B P30291
1X9I Q8ZWV0
1XB2 P43896
1XDI P9WHH7
1XDN P86927
1XF1 P15926
1XFC P9WQA9
1XFJ Q9AAV3
1XKW P42512
1XKZ P18357
1XL7 Q9DC50
1XOD Q66JG9
1XQR Q9NZL4
1XRS E3PRJ5
1XYI P13123
1Y1X Q4QG08
1Y60 Q9FA38
1Y6H Q93LE9
1Y79 P24171
1Y8Q Q9UBE0
1Y8Q Q9UBT2
1Y8Q Q9UBT2
1Y8Q Q9UBT2
1Y96 Q8WXD5
1Y9B Q9K2J6
1Y9B Q9K2J6
1Y9W Q81CG1
1YBT O07732
1YFQ P26449
1YGY P9WNX3
1YHT Q840G9
1YI8 Q9RVD6
1YI8 Q9RVD6
1YI8 Q9RVD6
1YIS Q21774
1YIS Q21774
1YIX P0AFQ7
1YIX P0AFQ7
1YJ7 Q8VQD3
1YJD P10747
1YKD P94182
1YKD P94182
1YKD P94182
1YKI P38489
1YKW Q8KBL4
1YKW Q8KBL4
1YM3 P9WPJ9
1YM3 P9WPJ9
1YM5 P38765
1YM5 P38765
1YM5 P38765
1YM5 P38765
1YMT P33242
1YN4 A0A0H3
1YNF P76216
1YNF P76216
1YNP Q9KE47
1YNP Q9KE47
1YNP Q9KE47
1YOC Q9I2R0
1YOE P41409
1YOE P41409
1YOV Q13564
1YQD Q94G59
1YRB Q9UYR9
1YRE Q9HYX1
1YRR P0AF18
1YT8 Q9I0N4
1YVR P42700
1YW4 Q7NU26
1YZ1 P13693
1Z24 P00305
1Z2I Q7CRW4
1Z2L P77425
1Z47 Q9RHZ7
1Z4V P04850
1Z54 Q5SJV0
1Z6R P50456
1Z94 Q7NY36
1Z94 Q7NY36
1ZBT Q8DU64
1ZCJ P07896
1ZIW O15455
1ZLD P78737
1ZLM Q92882
1ZLP Q05957
1ZMA Q8DP51
1ZMA Q8DP51
1ZMA Q8DP51
1ZMB Q97LM8
1ZMD P09622
1ZU0 Q9KUA3
1ZX4 Q38420
2A4V P40553
2A8E Q45498
2ABS Q9TVW2
2AEB P05089
2AEF O27564
2AEF O27564
2AFB Q9WXS2
2AFB Q9WXS2
2AFR Q8EXP7
2AG5 Q9BUT1
2AHD Q58346
2AJR Q9WZT5
2AJR Q9WZT5
2AM1 Q8DNV6
2ANU Q9WZ29
2ANX P09963
2APJ Q8L9J9
2AQ4 P12689
2AQ4 P12689
2AQ5 O89053
2AQ6 O06553
2AQJ P95480
2ARH O67778
2AS0 O59578
2AS0 O59578
2ASB P9WIV3
2AST Q13309
2ATP P10300
2AU5 Q82ZV0
2AVD Q86VU5
2AWI Q04114
2AYH P23904
2AZJ Q97W92
2AZN Q58085
2AZP Q9I476
2B0A Q58193
2B0C P0A8Y3
2B0R Q5CS32
2B0T P50216
2B1E P19658
2B3F Q72KX2
2B67 A0A0H2
2BA0 O29758
2BCE P30122
2BCO Q87Q40
2BCQ Q9UGP5
2BCQ Q9UGP5
2BFD P12694
2BHG P03306
2BIW P74334
2BJK Q5SI02
2BMO Q8RTL4
2BS2 P17412
2BU3 Q8YY76
2C0G O44342
2C4N P0AF24
2C61 Q60187
2C81 Q8G8Y2
2C8M Q9HKT1
2C9K P16480
2CA6 P41391
2CAR Q9BY32
2CB1 Q5SJ58
2CB5 Q13867
2CBZ P33527
2CBZ P33527
2CC0 Q54413
2CC0 Q54413
2CC0 Q54413
2CC3 P17798
2CC3 P17798
2CCH P20248
2CCJ P65248
2CDN P9WKF5
2CDN P9WKF5
2CDP Q6DN99
2CDQ Q9LYU8
2CDU Q9F1X5
2CFU Q9I5I9
2CFU Q9I5I9
2CG5 P49327
2CG8 P59657
2CG8 P59657
2CH5 Q9UJ70
2CH9 O76096
2CHC O06337
2CIB P9WPP9
2CIU P53220
2CJ4 O49908
2CJA Q46AN5
2CJP Q41415
2CJP Q41415
2CJQ Q96662
2CJQ Q96662
2CM2 P18031
2CN3 Q70DK5
2CNT Q8ZJW4
2CVH P95547
2CW8 P77933
2CWR Q8U1H5
2CXA P0A8P1
2CY2 Q5SJ05
2CY8 Q6VY99
2CZL Q5SI12
2CZV O59150
2D0B Q6L6Q4
2D0B Q6L6Q4
2D1S P13129
2D5C Q5SJF8
2DC1 O28440
2DDM P40191
2DDU Q60841
2DEB P18886
2DEJ O58107
2DG1 Q99QV3
2DG7 Q9RK42
2DH2 P08195
2DHO Q13907
2DKJ Q5SI56
2DPM P04043
2DPM P04043
2DQ0 O58441
2DQB Q5SL81
2DQL Q8YQ56
2DQL Q8YQ56
2DR1 O59033
2DUL O59493
2DVK Q9YDV3
2DVZ Q7W0A0
2E01 Q01532
2E1F Q14191
2E1Z O06961
2E2O Q96Y14
2E2O Q96Y14
2E4M Q9LBR4
2E50 Q01105
2E87 O59046
2E8B O67413
2E8V Q12051
2ECF P95782
2EGV O66552
2EIH Q5SL27
2EIX Q1HA49
2EIX Q1HA49
2EJQ Q5SLR6
2EJX Q973T5
2EK1 Q9NTZ6
2EK1 Q9NTZ6
2EK5 Q8NLJ5
2EK5 Q8NLJ5
2EKL Q972A9
2EKL Q972A9
2ELC Q5SH88
2END P04418
2EO5 F9VN77
2EO5 F9VN77
2EQ5 O58781
2ES4 Q05490
2ESH Q9X035
2ESS Q8A611
2ESS Q8A611
2ESS Q8A611
2ETH Q9WZS3
2ETV Q9WY32
2EVA O43318
2EX4 Q9BV86
2EZ2 P31013
2F07 O07001
2F1L Q9HXQ0
2F2H P31434
2F31 Q3US76
2F31 Q3US76
2F4L Q9WXX3
2F5X Q7VTS1
2F5X Q7VTS1
2F62 Q57VC7
2F68 Q53654
2F68 Q53654
2F9I Q2FG38
2FFG O34588
2FFI Q88M75
2FFJ O29161
2FFS Q9I4D2
2FGQ P24305
2FLD C0JWR6
2FM8 P0A1N0
2FM9 P0CL52
2FP8 P68175
2FP8 P68175
2FPE Q9R237
2FPH Q8DNW3
2FPN O32277
2FPO P0ADX9
2FQ3 P32591
2FV2 Q92600
2FXU P68135
2FY7 P15291
2FY7 P15291
2G30 P63010
2G7B P29373
2G7G Q0S9X7
2G7L Q93JG8
2G82 P00361
2G8S P75804
2GAG Q3ZDR0
2GEN Q9I2Q9
2GFH Q9CPT3
2GFI A2TBB4
2GFN Q0S7R9
2GGO Q975F9
2GJ3 P30663
2GL5 Q8ZNH1
2GLF Q9WYJ9
2GLF Q9WYJ9
2GLL O25928
2GLX Q2I8V6
2GLZ B8FYU2
2GMF P04141
2GN4 O25511
2GNX Q6P1I3
2GOP Q8U3Y3
2GOY O05927
2GPJ A4Y1H9
2GQW Q52437
2GQW Q52437
2GQW Q52437
2GRE Q81HB5
2GRE Q81HB5
2GSC Q8PD29
2GTI Q9J3E8
2GU0 Q9PY93
2GU0 Q9PY93
2GU1 Q9KUL5
2GVI Q9HJ63
2GWG Q6N0R4
2GWN Q7MVW1
2GX5 P39779
2GY5 Q02763
2GZ6 A4UA16
2H0B Q28146
2H1C Q5F882
2H1E P32657
2H21 Q43088
2H3G Q81VX4
2H3G Q81VX4
2H3H Q9WXW9
2H5X P9WGW3
2H5Y Q8PHA1
2H6E Q97YM2
2HCM Q8BTR5
2HD0 P27958
2HDW Q01609
2HEU A0A0H2
2HEU A0A0H2
2HF9 Q57884
2HFS Q4Q6K7
2HJG P50743
2HK0 A9CH28
2HLY A9CI22
2HLZ P50053
2HLZ P50053
2HLZ P50053
2HMA Q97T38
2HMV O32080
2HSB O29944
2HTA Q8ZPV9
2HTH Q86VN1
2I0O Q7PP01
2I10 Q0RX74
2I10 Q0RX74
2I1O Q9HJ28
2I1Y Q16849
2I1Y Q16849
2I24 Q8AXH5
2I2C Q8Y8D7
2I2C Q8Y8D7
2I6J Q97VZ7
2I74 Q9JI78
2I8T Q6XQ58
2IAF Q5WYB1
2IAI Q9XA31
2ID0 P30850
2ID1 Q7P0P8
2ID5 Q96FE5
2ID5 Q96FE5
2IEW P07250
2IH2 P14385
2IHT Q9LCV9
2IHT Q9LCV9
2IHY A0A0H2
2II0 Q07889
2II1 Q9KGN3
2II2 Q4VPP2
2II2 Q4VPP2
2II2 Q4VPP2
2IIA Q8YSC3
2IIH Q5SHE1
2IJ2 P14779
2IM5 Q7MXV0
2IMG Q9BVJ7
2IMS Q16611
2IN3 Q82S11
2INP Q84AQ3
2IP2 Q9HWH2
2IP2 Q9HWH2
2IP2 Q9HWH2
2IT2 O58796
2IT2 O58796
2ITM P09099
2IW2 P12955
2IWR Q99490
2IWZ Q9NWU1
2IZ6 Q8RV61
2J3T Q5NCF2
2J4O Q15750
2J5B Q5UPJ7
2J5U Q8Y6Y4
2J5V P0A7B5
2J6L P49419
2J7N Q9Y7G6
2J7U Q6YMS4
2J89 A9PFX3
2J9O Q8DH45
2JA2 P9WFV9
2JDI P19483
2JE8 Q8AAK6
2JEK O07756
2JJQ Q9UZR7
2JLN D6R8X8
2NLZ Q9KEI5
2NS6 D0VWX2
2NSA Q9WZF8
2NSZ Q61823
2NVA Q84527
2NWH A9CII5
2NWI O28875
2NWL O59010
2NX2 P50838
2NX8 Q5XE14
2NYV O67359
2NZC Q9X0Z3
2O1S P77488
2O20 Q9CF33
2O36 P52888
2O3B Q7A260
2O3F Q45581
2O4C Q9I3W9
2O4V P05695
2O62 B2J6L8
2O6L P16662
2O6L P16662
2O6Y Q3IWB0
2O6Y Q3IWB0
2O7S Q9SQT8
2O7T Q8NQ14
2O8B P52701
2O8B P52701
2O8I A9CI02
2O8L Q99V45
2O8Q Q13HN3
2O9G P60844
2OAP O29598
2OCZ P63590
2OCZ P63590
2ODA Q884H9
2OEZ Q87LT3
2OF7 Q9EWH2
2OG5 Q9Z4Z5
2OG9 Q12GE3
2OGF Q57851
2OGI Q8DY32
2OGJ Q7CS13
2OGK O27966
2OGX P84308
2OH3 Q2VZ87
2OH5 O10693
2OIB Q9NWZ3
2OIE Q9QY93
2OIT P35658
2OIZ P84888
2OMZ P12830
2ONF Q9HLN2
2OOI A0A0H3
2OQ1 P43403
2OS0 Q82ZJ0
2OTA Q481E4
2OUX Q830V1
2OVR Q969H0
2OX1 O30011
2OZN Q0TR53
2OZV Q7D120
2P0D Q9BRR9
2PBI P62881
2PE4 Q12794
2PIE O76064
2PKF P9WID5
2POF Q8X7A5
2POR P31243
2POR P31243
2POR P31243
2POZ Q981H6
2PPX A9CIQ1
2PQ8 Q9H7Z6
2PS1 P13298
2PS5 P13513
2PS5 P13513
2PT5 O67925
2PTF O26951
2PTT Q07763
2PVB P02619
2PVQ P81065
2PVU D0VWX8
2PW0 Q8EJW4
2PW0 Q8EJW4
2PW6 P24197
2PW9 Q6AMB9
2PWJ Q6KBB1
2PWJ Q6KBB1
2PWW Q5WFD8
2PWY Q8GBB2
2PWY Q8GBB2
2PY5 P03680
2PYG Q44493
2PYG Q44493
2PYG Q44493
2PZI P9WI73
2Q0L P56431
2Q0L P56431
2Q2B Q91V12
2Q30 Q30YZ6
2Q3F Q9NQL2
2Q4N O64527
2Q4O Q8L8B8
2Q4W Q9FUJ1
2Q4X Q9ASY9
2Q62 Q92R45
2Q66 P29468
2Q9K B1YJ68
2Q9R A3D7B7
2Q9U Q86QZ1
2QCX P25052
2QDE Q5P025
2QHL Q8UWK5
2QHQ Q87IM6
2QJW Q8PAE4
2QK2 Q9VEZ3
2QK2 Q9VEZ3
2QK2 Q9VEZ3
2QKD Q62384
2QLT P41277
2QLT P41277
2QPX Q03BX7
2QQ6 Q1AYK7
2QR3 Q64UD2
2QR7 P18654
2QR7 P18654
2QSJ Q5LQW4
2QUY P12256
2QV7 Q6GFF9
2QYV Q0I1B9
2QYV Q0I1B9
2QZC Q97WL0
2R0H Q206Z5
2R2A Q9JRY6
2R2J Q9BS26
2R2N Q8N5Z0
2RA1 O68840
2RA8 Q64V53
2RB7 Q313A9
2RB9 A0A0H3
2RC8 Q9R1M7
2RCC Q9KFH7
2RCC Q9KFH7
2RCC Q9KFH7
2RCK Q8ITP4
2RCT P50120
2RCT P50120
2RCT P50120
2RCY Q8IDC6
2RDC Q74H32
2RDE A0A0H3
2RDP D0VWY6
2RDX A3SNF8
2RE3 Q5LWU5
2REK Q9ADD9
2RFA Q91WD2
2RFB Q6KZ68
2RFL A9CJ67
2RG4 Q2CBJ1
2UX0 Q13555
2UXY P11436
